COUNTRYCODE,YEAR,MILITARYSPENDINGGDP
EGY,2009,2.032645
EGY,2010,1.952967
EGY,2011,1.8370256
EGY,2012,1.6481757
EGY,2013,1.6100571
EGY,2014,1.6896949
EGY,2015,1.7231474
EGY,2016,1.6666051
EGY,2017,1.4220316
EGY,2018,1.2499663
EGY,2019,1.1809717
EGY,2020,1.1224755
EGY,2021,1.1220093
EGY,2022,1.014756
EGY,2023,0.80891865
EGY,2024,0.6652636
SLV,1965,0.7386839
SLV,1966,0.70907986
SLV,1967,0.694254
SLV,1968,0.65557116
SLV,1969,0.7154615
SLV,1970,0.62983406
SLV,1971,0.71802044
SLV,1972,0.88157284
SLV,1973,0.86497056
SLV,1974,0.8013975
SLV,1975,0.83073795
SLV,1976,0.8818472
SLV,1977,0.97184217
SLV,1978,1.1185261
SLV,1979,1.5776535
SLV,1980,1.7363366
SLV,1981,2.2795465
SLV,1982,2.7763364
SLV,1983,3.55145
SLV,1984,6.443282
SLV,1985,6.589716
SLV,1986,4.3299565
SLV,1987,4.469164
SLV,1988,4.271324
SLV,1989,4.872346
SLV,1990,3.413666
SLV,1991,2.7325776
SLV,1992,2.2535768
SLV,1993,1.6787288
SLV,1994,1.3522211
SLV,1995,1.1750584
SLV,1996,1.0744091
SLV,1997,1.0077661
SLV,1998,0.9229429
SLV,1999,0.9205492
SLV,2000,0.8403311
SLV,2001,1.09067
SLV,2002,1.1302388
SLV,2003,0.8413813
SLV,2004,0.8102144
SLV,2005,0.9042047
SLV,2006,0.8881311
SLV,2007,0.9734448
SLV,2008,0.96181184
SLV,2009,1.0788783
SLV,2010,1.0895537
SLV,2011,1.0880615
SLV,2012,1.0488096
SLV,2013,1.0799892
SLV,2014,1.035255
SLV,2015,1.05682
SLV,2016,1.023503
SLV,2017,1.0444695
SLV,2018,1.1322073
SLV,2019,1.1800096
SLV,2020,1.37995
SLV,2021,1.210537
SLV,2022,1.4332901
SLV,2023,1.3369349
SLV,2024,1.1861192
GNQ,1994,1.9864229
GNQ,1995,2.0456169
GNQ,2007,1.5018258
GNQ,2008,1.482309
GNQ,2009,2.4749296
GNQ,2014,0.766178
GNQ,2015,1.041432
GNQ,2016,1.2394898
GNQ,2017,1.1289371
GNQ,2018,1.142083
GNQ,2019,1.3080529
GNQ,2020,1.64083
GNQ,2021,1.3453376
GNQ,2022,1.3031877
GNQ,2023,1.5186725
GNQ,2024,0.98218584
ERI,1993,21.329113
ERI,1994,12.715941
ERI,1995,19.539112
ERI,1996,20.34482
ERI,1997,11.860415
ERI,1998,32.497066
ERI,1999,34.37777
ERI,2000,32.65567
ERI,2001,22.136791
ERI,2002,20.671879
ERI,2003,20.865746
ERI,2023,
EST,1993,0.76175195
EST,1994,1.0416303
EST,1995,0.930586
EST,1996,0.86631143
EST,1997,1.0288645
EST,1998,1.0567734
EST,1999,1.2804029
EST,2000,1.3761322
EST,2001,1.500977
EST,2002,1.6562605
EST,2003,1.7355092
EST,2004,1.6871823
EST,2005,1.4497719
EST,2006,1.3873338
EST,2007,1.6572366
EST,2008,1.7671063
EST,2009,1.7989725
EST,2010,1.7003491
EST,2011,1.672455
EST,2012,1.879849
EST,2013,1.883816
EST,2014,1.8953547
EST,2015,1.9894451
EST,2016,2.0280356
EST,2017,1.9698868
EST,2018,1.9706132
EST,2019,1.9984503
EST,2020,2.2613642
EST,2021,2.0123193
EST,2022,2.1348522
EST,2023,2.995723
EST,2024,3.3740022
SWZ,1977,1.7823193
SWZ,1978,2.4330962
SWZ,1979,2.458417
SWZ,1980,2.423539
SWZ,1981,2.166101
SWZ,1982,2.1995609
SWZ,1983,2.255866
SWZ,1984,2.0308018
SWZ,1985,1.8411216
SWZ,1986,1.6345123
SWZ,1987,1.4292921
SWZ,1988,1.2600902
SWZ,1989,1.2528723
SWZ,1990,1.2759746
SWZ,1991,1.3845166
SWZ,1992,1.6327115
SWZ,1993,1.7480469
SWZ,1994,1.8180897
SWZ,1995,1.6933392
SWZ,1996,1.6525778
SWZ,1997,1.4948392
SWZ,1998,1.647209
SWZ,1999,1.6845058
SWZ,2000,1.4602321
SWZ,2001,1.2557484
SWZ,2002,1.3935549
SWZ,2003,1.4773979
SWZ,2004,1.5795201
SWZ,2005,2.0332239
SWZ,2006,1.6728934
SWZ,2007,1.6444117
SWZ,2008,1.9988203
SWZ,2009,2.091122
SWZ,2010,2.3667703
SWZ,2011,2.218672
SWZ,2012,1.9145569
SWZ,2013,1.9518914
SWZ,2014,1.8228693
SWZ,2015,1.7496023
SWZ,2016,2.0738256
SWZ,2017,1.9244549
SWZ,2018,2.096044
SWZ,2019,1.8904773
SWZ,2020,1.8550547
SWZ,2021,1.6785045
SWZ,2022,1.6549954
SWZ,2023,1.3835466
SWZ,2024,1.4440675
ETH,1961,1.8558776
ETH,1962,1.9321904
ETH,1963,2.428367
ETH,1964,2.9215844
ETH,1965,3.2299352
ETH,1966,3.1071992
ETH,1967,2.4862251
ETH,1968,2.1956165
ETH,1969,2.0206645
ETH,1970,1.8831098
ETH,1971,1.9060714
ETH,1972,1.9364102
ETH,1973,1.9255542
ETH,1974,2.7945824
ETH,1975,4.492062
ETH,1976,4.1317225
ETH,1977,3.967781
ETH,1978,4.8109026
ETH,1979,6.886588
ETH,1980,8.708582
ETH,1981,7.536958
ETH,1982,7.539018
ETH,1983,7.179618
ETH,1984,7.9691486
ETH,1985,6.823904
ETH,1986,6.6972375
ETH,1987,6.8556733
ETH,1988,8.501436
ETH,1989,10.2766485
ETH,1990,9.65797
ETH,1991,5.7051315
ETH,1992,3.4417086
ETH,1993,3.0716884
ETH,1994,2.8684387
ETH,1995,2.225616
ETH,1996,2.1171386
ETH,1997,3.3431776
ETH,1998,7.276936
ETH,1999,9.506943
ETH,2000,7.690239
ETH,2001,4.3926573
ETH,2002,3.7567344
ETH,2003,3.2962878
ETH,2004,3.130536
ETH,2005,2.8122182
ETH,2006,2.3071494
ETH,2007,1.8962773
ETH,2008,1.515848
ETH,2009,1.2046015
ETH,2010,1.1539426
ETH,2011,1.0907065
ETH,2012,0.86836153
ETH,2013,0.8064172
ETH,2014,0.76840776
ETH,2015,0.70541465
ETH,2016,0.6835672
ETH,2017,0.67531073
ETH,2018,0.64585096
ETH,2019,0.5799495
ETH,2020,0.7807548
ETH,2021,1.609171
ETH,2022,1.5059407
ETH,2023,0.8824901
ETH,2024,0.6505065
OWID_ERE,2023,
,2022,0.006221685
,2023,0.008518244
,2024,0.007709447
FLK,2023,
FRO,2023,
,2023,
FJI,1968,0.20576131
FJI,1969,0.18832392
FJI,1970,0.18769552
FJI,1971,0.21708354
FJI,1972,0.24885146
FJI,1973,0.21874076
FJI,1974,0.24222222
FJI,1975,0.30049786
FJI,1976,0.39615077
FJI,1977,0.50757575
FJI,1978,0.873095
FJI,1979,0.93885696
FJI,1980,0.8620514
FJI,1981,0.91942054
FJI,1982,1.1549678
FJI,1983,1.2414209
FJI,1984,1.222608
FJI,1985,1.133158
FJI,1986,1.0439618
FJI,1987,1.9695275
FJI,1988,2.052015
FJI,1989,2.2701066
FJI,1990,2.1087554
FJI,1991,2.1667883
FJI,1992,1.840414
FJI,1993,1.8085593
FJI,1994,1.7026372
FJI,1995,1.6257875
FJI,1996,1.4242464
FJI,1997,1.3649596
FJI,1998,1.2591888
FJI,1999,1.1318064
FJI,2000,1.7562435
FJI,2001,1.8245836
FJI,2002,1.5485668
FJI,2003,1.4865009
FJI,2004,1.5838759
FJI,2005,1.3235946
FJI,2006,1.608599
FJI,2007,2.2371
FJI,2008,1.5209528
FJI,2009,1.7865791
FJI,2010,1.6051289
FJI,2011,1.6104039
FJI,2012,1.4909617
FJI,2013,1.3867774
FJI,2014,1.5397731
FJI,2015,0.9101473
FJI,2016,1.1037929
FJI,2017,1.4048381
FJI,2018,1.4558831
FJI,2019,1.4451275
FJI,2020,1.6053045
FJI,2021,1.5959429
FJI,2022,1.3609077
FJI,2023,1.3335179
FJI,2024,1.3128793
FIN,1958,1.7079655
FIN,1959,1.8749287
FIN,1960,1.7690411
FIN,1961,1.8361814
FIN,1962,2.5131783
FIN,1963,1.9271419
FIN,1964,1.859273
FIN,1965,1.7973404
FIN,1966,1.7139513
FIN,1967,1.6155211
FIN,1968,1.7550744
FIN,1969,1.4374777
FIN,1970,1.375854
FIN,1971,1.4490469
FIN,1972,1.5308455
FIN,1973,1.4537021
FIN,1974,1.2701787
FIN,1975,1.5081599
FIN,1976,1.3401246
FIN,1977,1.405352
FIN,1978,1.4294441
FIN,1979,1.4790094
FIN,1980,1.6709355
FIN,1981,1.5455867
FIN,1982,1.6437501
FIN,1983,1.8232638
FIN,1984,1.6040418
FIN,1985,1.676579
FIN,1986,1.72391
FIN,1987,1.645533
FIN,1988,1.6076912
FIN,1989,1.5343144
FIN,1990,1.5633514
FIN,1991,1.7812309
FIN,1992,1.9071311
FIN,1993,1.8680115
FIN,1994,1.7556036
FIN,1995,1.4225415
FIN,1996,1.5304723
FIN,1997,1.535155
FIN,1998,1.4631755
FIN,1999,1.2231038
FIN,2000,1.24001
FIN,2001,1.1431199
FIN,2002,1.1534626
FIN,2003,1.4454745
FIN,2004,1.4677186
FIN,2005,1.4647045
FIN,2006,1.4427023
FIN,2007,1.2876099
FIN,2008,1.3910253
FIN,2009,1.5608454
FIN,2010,1.4917265
FIN,2011,1.4919937
FIN,2012,1.5316052
FIN,2013,1.5400718
FIN,2014,1.4592795
FIN,2015,1.4581906
FIN,2016,1.4315052
FIN,2017,1.3608893
FIN,2018,1.3716823
FIN,2019,1.3613229
FIN,2020,1.4357811
FIN,2021,1.3024392
FIN,2022,1.5885452
FIN,2023,2.007537
FIN,2024,2.2997918
FRA,1950,4.654181
FRA,1951,5.9868627
FRA,1952,7.22792
FRA,1953,7.571529
FRA,1954,6.1207857
FRA,1955,5.384835
FRA,1956,6.4603934
FRA,1957,6.1605964
FRA,1958,5.6875296
FRA,1959,5.635247
FRA,1960,5.428486
FRA,1961,5.2956076
FRA,1962,5.1588717
FRA,1963,4.7400856
FRA,1964,4.5402503
FRA,1965,4.3953195
FRA,1966,4.290103
FRA,1967,4.295246
FRA,1968,4.136846
FRA,1969,3.6797516
FRA,1970,3.4585576
FRA,1971,3.316093
FRA,1972,3.2303047
FRA,1973,3.1437192
FRA,1974,3.0864406
FRA,1975,3.1971455
FRA,1976,3.1561396
FRA,1977,3.2315686
FRA,1978,3.151487
FRA,1979,3.1393952
FRA,1980,3.155205
FRA,1981,3.2461326
FRA,1982,3.223839
FRA,1983,3.2371316
FRA,1984,3.187369
FRA,1985,3.1439326
FRA,1986,3.0857651
FRA,1987,3.1204517
FRA,1988,3.0003407
FRA,1989,2.9178348
FRA,1990,2.8446398
FRA,1991,2.849219
FRA,1992,2.7275681
FRA,1993,2.7216845
FRA,1994,2.6907322
FRA,1995,2.515422
FRA,1996,2.4376633
FRA,1997,2.3939571
FRA,1998,2.246809
FRA,1999,2.1981533
FRA,2000,2.092189
FRA,2001,2.041484
FRA,2002,2.0585728
FRA,2003,2.106471
FRA,2004,2.1141663
FRA,2005,2.028137
FRA,2006,1.9773774
FRA,2007,1.9109577
FRA,2008,1.899345
FRA,2009,2.0987778
FRA,2010,1.9686438
FRA,2011,1.8879462
FRA,2012,1.8715441
FRA,2013,1.8471165
FRA,2014,1.8595291
FRA,2015,1.8697327
FRA,2016,1.8517182
FRA,2017,1.8523088
FRA,2018,1.8460426
FRA,2019,1.8528852
FRA,2020,2.0216746
FRA,2021,1.9802222
FRA,2022,1.9577208
FRA,2023,1.9509969
FRA,2024,2.0525768
GUF,2023,
PYF,2023,
GAB,1967,1.1077845
GAB,1968,1.0150889
GAB,1969,1.3675957
GAB,1970,1.4324019
GAB,1971,1.4405328
GAB,1972,1.5502304
GAB,1973,1.3035382
GAB,1974,0.67958033
GAB,1975,0.7807093
GAB,1976,0.6684745
GAB,1977,1.0297015
GAB,1979,1.8771331
GAB,1980,1.6036276
GAB,1981,2.2868032
GAB,1982,2.4476407
GAB,1983,2.5535867
GAB,1984,2.255494
GAB,1985,2.859047
GAB,1986,3.9959278
GAB,2000,1.691705
GAB,2001,1.7939521
GAB,2002,1.7831703
GAB,2003,1.6683278
GAB,2004,1.6131662
GAB,2005,1.2486821
GAB,2006,1.2826192
GAB,2010,1.8716226
GAB,2011,1.4624343
GAB,2012,1.6198046
GAB,2013,1.6040472
GAB,2014,1.1448184
GAB,2015,1.1850257
GAB,2016,1.4475459
GAB,2017,1.8113828
GAB,2018,1.5536344
GAB,2019,1.581689
GAB,2020,1.7169524
GAB,2021,1.6021811
GAB,2022,1.3582461
GAB,2023,1.323244
GAB,2024,1.5382068
GMB,1983,0.34090903
GMB,1984,0.47750157
GMB,1985,0.5512259
GMB,1986,0.56393903
GMB,1987,0.63108665
GMB,1988,0.8105313
GMB,1989,0.9583923
GMB,1990,0.46126595
GMB,1991,0.50424325
GMB,1992,0.40965047
GMB,1993,0.27921975
GMB,1994,0.2555575
GMB,1995,0.30461565
GMB,1996,0.3973075
GMB,1997,0.40757596
GMB,1998,0.3848338
GMB,1999,0.32583305
GMB,2000,0.3157936
GMB,2001,0.23486207
GMB,2002,0.24438082
GMB,2003,0.22738865
GMB,2004,0.1926214
GMB,2005,0.27702743
GMB,2006,0.26024237
GMB,2007,0.35531837
GMB,2008,1.0949177
GMB,2009,0.48220545
GMB,2012,0.79232526
GMB,2013,0.75449425
GMB,2014,1.1875091
GMB,2015,1.0088584
GMB,2018,0.6869967
GMB,2019,0.79732454
GMB,2020,0.81656975
GMB,2021,0.7751654
GMB,2022,0.7059232
GMB,2023,0.58100885
GMB,2024,0.57444036
GEO,1996,2.2101731
GEO,1997,1.2535876
GEO,1998,1.136974
GEO,1999,0.9243748
GEO,2000,0.61558247
GEO,2001,0.740186
GEO,2002,1.000533
GEO,2003,1.0684892
GEO,2004,1.373839
GEO,2005,3.33917
GEO,2006,5.218307
GEO,2007,9.159117
GEO,2008,8.520118
GEO,2009,5.606597
GEO,2010,3.65485
GEO,2011,3.029179
GEO,2012,2.9121242
GEO,2013,2.5225005
GEO,2014,2.3134675
GEO,2015,1.9673984
GEO,2016,2.0407927
GEO,2017,1.9421978
GEO,2018,1.8647095
GEO,2019,1.7596328
GEO,2020,1.7865558
GEO,2021,1.5924063
GEO,2022,1.6078768
GEO,2023,1.658648
GEO,2024,1.8640294
DEU,1953,3.9479628
DEU,1954,3.7229016
DEU,1955,3.8261387
DEU,1956,3.3951793
DEU,1957,3.8800597
DEU,1958,2.7772655
DEU,1959,4.148519
DEU,1960,3.7523952
DEU,1961,3.7225776
DEU,1962,4.4751353
DEU,1963,4.8765836
DEU,1964,4.3639855
DEU,1965,4.072117
DEU,1966,3.8911831
DEU,1967,4.0587826
DEU,1968,3.3906038
DEU,1969,3.3828754
DEU,1970,2.9986718
DEU,1971,3.046034
DEU,1972,3.1528308
DEU,1973,3.1449773
DEU,1974,3.246031
DEU,1975,3.2680035
DEU,1976,3.121038
DEU,1977,3.0242157
DEU,1978,3.035315
DEU,1979,2.950448
DEU,1980,2.9476285
DEU,1981,3.0277853
DEU,1982,3.0202363
DEU,1983,3.0129485
DEU,1984,2.912666
DEU,1985,2.8540936
DEU,1986,2.7773998
DEU,1987,2.7594538
DEU,1988,2.6286733
DEU,1989,2.5206966
DEU,1990,2.5067637
DEU,1991,1.9738225
DEU,1992,1.8360797
DEU,1993,1.6772598
DEU,1994,1.5366037
DEU,1995,1.4872725
DEU,1996,1.4573717
DEU,1997,1.4027076
DEU,1998,1.381657
DEU,1999,1.3803478
DEU,2000,1.3442158
DEU,2001,1.3078983
DEU,2002,1.3134403
DEU,2003,1.2986964
DEU,2004,1.2507281
DEU,2005,1.2327558
DEU,2006,1.1789864
DEU,2007,1.1527923
DEU,2008,1.1888701
DEU,2009,1.2847898
DEU,2010,1.2418102
DEU,2011,1.1823373
DEU,2012,1.2172596
DEU,2013,1.162138
DEU,2014,1.1276995
DEU,2015,1.1154184
DEU,2016,1.1291251
DEU,2017,1.1312609
DEU,2018,1.1481415
DEU,2019,1.2401485
DEU,2020,1.3559899
DEU,2021,1.2998238
DEU,2022,1.3503051
DEU,2023,1.4879633
DEU,2024,1.8919038
GHA,1958,1.0035162
GHA,1959,1.0308261
GHA,1960,1.7066591
GHA,1961,2.1030042
GHA,1962,2.001003
GHA,1963,2.0163488
GHA,1964,1.9219886
GHA,1965,1.7326057
GHA,1966,2.226614
GHA,1968,2.6558824
GHA,1969,2.5012505
GHA,1970,2.1181939
GHA,1971,1.7013195
GHA,1972,1.4298402
GHA,1973,1.3649343
GHA,1974,1.581545
GHA,1975,1.7149348
GHA,1976,1.5668097
GHA,1977,1.2532474
GHA,1978,0.8512818
GHA,1979,0.6463043
GHA,1980,0.77357477
GHA,1981,0.74111354
GHA,1983,0.34117955
GHA,1984,0.5932119
GHA,1985,1.0004431
GHA,1986,0.90051687
GHA,1987,0.89262736
GHA,1988,0.43788055
GHA,1989,0.43084654
GHA,1990,0.27651042
GHA,1991,0.36897504
GHA,1992,0.37734723
GHA,1993,0.42195162
GHA,1994,0.42658672
GHA,1995,0.33574772
GHA,1996,0.28690362
GHA,1997,0.28793818
GHA,1998,0.33470768
GHA,1999,0.33367112
GHA,2000,0.4436304
GHA,2001,0.26445282
GHA,2002,0.2603056
GHA,2003,0.30375832
GHA,2004,0.2775709
GHA,2005,0.26096708
GHA,2006,0.26221353
GHA,2007,0.37033293
GHA,2008,0.2940335
GHA,2009,0.33675787
GHA,2010,0.28268763
GHA,2011,0.4351545
GHA,2012,0.59320855
GHA,2013,0.4002946
GHA,2014,0.48498908
GHA,2015,0.39291513
GHA,2016,0.29141247
GHA,2017,0.31270128
GHA,2018,0.32587624
GHA,2019,0.34381816
GHA,2020,0.35094923
GHA,2021,0.38274193
GHA,2022,0.33794636
GHA,2023,0.39808023
GHA,2024,0.3839942
GIB,2023,
,2023,
,2023,
,2023,
GRC,1949,5.9063334
GRC,1950,6.0088325
GRC,1951,6.636858
GRC,1952,6.428884
GRC,1953,5.114602
GRC,1954,5.4935155
GRC,1955,5.1136146
GRC,1956,5.9415927
GRC,1957,5.0027413
GRC,1958,4.7661433
GRC,1959,4.856466
GRC,1960,4.8573027
GRC,1961,4.24357
GRC,1962,4.04843
GRC,1963,3.8244848
GRC,1964,3.5735621
GRC,1965,3.4984648
GRC,1966,3.5846875
GRC,1967,4.3457074
GRC,1968,4.6901803
GRC,1969,4.788786
GRC,1970,4.197302
GRC,1971,4.1191993
GRC,1972,3.956525
GRC,1973,3.517709
GRC,1974,4.824469
GRC,1975,5.8473215
GRC,1976,5.8292274
GRC,1977,5.9185357
GRC,1978,5.5754447
GRC,1979,5.1812487
GRC,1980,4.660806
GRC,1981,5.7357016
GRC,1982,5.6265936
GRC,1983,5.172477
GRC,1984,4.8354445
GRC,1985,4.692567
GRC,1986,4.128015
GRC,1987,4.2555203
GRC,1988,4.198232
GRC,1989,3.7658696
GRC,1990,3.7982602
GRC,1991,3.4848652
GRC,1992,3.629801
GRC,1993,3.6001246
GRC,1994,3.5819724
GRC,1995,3.0966368
GRC,1996,3.237321
GRC,1997,3.2960274
GRC,1998,3.4554145
GRC,1999,3.4942086
GRC,2000,3.5947986
GRC,2001,3.3562758
GRC,2002,3.1656568
GRC,2003,2.5627813
GRC,2004,2.672028
GRC,2005,2.9016798
GRC,2006,2.8296928
GRC,2007,2.719175
GRC,2008,3.023724
GRC,2009,3.26904
GRC,2010,2.7567809
GRC,2011,2.5202115
GRC,2012,2.4763963
GRC,2013,2.391308
GRC,2014,2.3678403
GRC,2015,2.4774342
GRC,2016,2.5727983
GRC,2017,2.556624
GRC,2018,2.7005413
GRC,2019,2.5964837
GRC,2020,3.0231078
GRC,2021,3.8024738
GRC,2022,4.0003524
GRC,2023,2.8832548
GRC,2024,3.1279755
GRL,2023,
GRD,2023,
GLP,2023,
GUM,2023,
GTM,1955,1.3107119
GTM,1956,1.2686558
GTM,1957,1.2992249
GTM,1958,1.2379957
GTM,1959,1.2661425
GTM,1960,1.1579221
GTM,1961,1.1222211
GTM,1962,1.0453078
GTM,1963,1.1730075
GTM,1964,1.0038342
GTM,1965,1.3955905
GTM,1966,1.3734548
GTM,1967,1.457146
GTM,1968,1.2666874
GTM,1969,1.0259998
GTM,1970,1.6964287
GTM,1971,1.1185006
GTM,1972,1.1419871
GTM,1973,0.91075397
GTM,1974,0.89830774
GTM,1975,1.2314866
GTM,1976,1.2713903
GTM,1977,1.3721375
GTM,1978,1.1811218
GTM,1979,1.3066783
GTM,1980,1.3168516
GTM,1981,1.8894491
GTM,1982,2.0257187
GTM,1983,2.0359342
GTM,1984,2.1908493
GTM,1985,2.0073705
GTM,1986,1.6674981
GTM,1987,1.75071
GTM,1988,1.8690771
GTM,1989,1.8028517
GTM,1990,1.7280115
GTM,1991,1.2684373
GTM,1992,1.4726204
GTM,1993,1.2670602
GTM,1994,1.1785346
GTM,1995,1.0804274
GTM,1996,0.8957174
GTM,1997,0.74281794
GTM,1998,0.72083986
GTM,1999,0.67560077
GTM,2000,0.9184016
GTM,2001,1.052063
GTM,2002,0.762245
GTM,2003,0.8156554
GTM,2004,0.47941607
GTM,2005,0.38391367
GTM,2006,0.43182945
GTM,2007,0.39845657
GTM,2008,0.46823108
GTM,2009,0.39532608
GTM,2010,0.4413826
GTM,2011,0.45961943
GTM,2012,0.47587073
GTM,2013,0.4712726
GTM,2014,0.42465642
GTM,2015,0.40596792
GTM,2016,0.44049653
GTM,2017,0.38385025
GTM,2018,0.37249163
GTM,2019,0.43007076
GTM,2020,0.4409933
GTM,2021,0.3906343
GTM,2022,0.46166596
GTM,2023,0.4189821
GTM,2024,0.36762208
GGY,2023,
GIN,1980,0.9023576
GIN,1981,0.79382837
GIN,1982,0.6391086
GIN,1991,2.3805542
GIN,1992,1.6946408
GIN,1993,1.3407093
GIN,1994,1.3561169
GIN,1997,1.1728193
GIN,1998,1.2549918
GIN,1999,1.5951312
GIN,2000,1.5346376
GIN,2001,3.1002107
GIN,2002,3.3246803
GIN,2003,2.4411814
GIN,2004,2.2285645
GIN,2012,2.2450874
GIN,2013,2.3861842
GIN,2014,2.276438
GIN,2015,2.5177314
GIN,2016,1.8820074
GIN,2017,1.7649273
GIN,2018,1.6701717
GIN,2019,1.4732021
GIN,2020,1.4696383
GIN,2021,1.5464119
GIN,2022,2.1886573
GIN,2023,2.133097
GIN,2024,2.0537033
GNB,1982,0.008694578
GNB,1983,0.013478315
GNB,1984,0.015024039
GNB,1985,0.010903144
GNB,1986,0.024396442
GNB,1987,0.058086954
GNB,1989,0.18108505
GNB,1994,0.31796503
GNB,1995,0.4955681
GNB,1996,0.5665931
GNB,1997,0.65052116
GNB,1998,1.4047619
GNB,2000,2.6280305
GNB,2001,1.6267267
GNB,2002,1.5586029
GNB,2003,1.575423
GNB,2005,1.8945992
GNB,2009,1.5502577
GNB,2010,1.8238796
GNB,2011,1.5161304
GNB,2012,2.3337219
GNB,2013,1.9570423
GNB,2014,1.8938044
GNB,2015,1.4790043
GNB,2016,1.2645459
GNB,2017,1.3085655
GNB,2018,1.3787216
GNB,2019,1.4937503
GNB,2020,1.5187496
GNB,2021,1.4603645
GNB,2022,1.398292
GNB,2023,1.2348847
GUY,1973,1.6459627
GUY,1974,2.8505747
GUY,1975,6.9581056
GUY,1976,8.352602
GUY,1977,6.0745826
GUY,1978,3.8908453
GUY,1979,3.7150126
GUY,1980,3.7002654
GUY,1981,3.9448965
GUY,1982,5.126556
GUY,1983,4.516349
GUY,1984,4.674706
GUY,1985,8.436864
GUY,1986,5.355856
GUY,1987,3.086089
GUY,1988,2.6637661
GUY,1989,1.5837368
GUY,1990,0.9058283
GUY,1991,0.5828928
GUY,1992,0.96969235
GUY,1993,0.95095223
GUY,1994,1.0059367
GUY,1995,0.91552037
GUY,1996,0.7878309
GUY,2000,1.7659773
GUY,2001,2.0179455
GUY,2002,2.2932866
GUY,2003,2.1997168
GUY,2004,2.8093247
GUY,2005,1.4104857
GUY,2006,0.8058151
GUY,2007,0.9143997
GUY,2008,1.0088811
GUY,2009,0.9810156
GUY,2010,0.90521044
GUY,2011,0.8781754
GUY,2012,0.8255432
GUY,2013,0.8436933
GUY,2014,0.9516521
GUY,2015,1.0848655
GUY,2016,1.1541283
GUY,2017,1.2533427
GUY,2018,1.2908156
GUY,2019,1.2996128
GUY,2020,1.4025774
GUY,2021,0.95493084
GUY,2022,0.60139424
GUY,2023,0.6403531
GUY,2024,0.8681622
HTI,1988,0.08673854
HTI,1989,0.082773566
HTI,1990,0.09300581
HTI,1991,0.10272728
HTI,1992,0.11096372
HTI,1993,0.09342264
HTI,1994,0.074277535
HTI,1995,0.08191975
HTI,2013,0.030303095
HTI,2014,0.03556248
HTI,2015,0.039985813
HTI,2016,0.049231533
HTI,2017,0.043645926
HTI,2018,0.06119865
HTI,2019,0.08593151
HTI,2020,0.10309418
HTI,2021,0.15394232
HTI,2022,0.06874085
HTI,2023,0.054080464
HTI,2024,0.0684431
HND,1951,0.9609375
HND,1952,0.91432863
HND,1953,0.9625693
HND,1954,0.99560547
HND,1955,1.1010929
HND,1956,1.1221739
HND,1957,1.6455537
HND,1958,1.7165353
HND,1959,1.5136778
HND,1960,1.1684054
HND,1961,1.0758427
HND,1962,0.9883871
HND,1963,0.9317073
HND,1964,1.2800875
HND,1965,1.2291052
HND,1966,1.1818181
HND,1967,1.1371237
HND,1968,1.0854503
HND,1969,1.0682492
HND,1970,1.3692946
HND,1971,1.4700193
HND,1972,1.8360071
HND,1973,1.6833773
HND,1974,1.5988648
HND,1975,1.9039147
HND,1976,1.7581602
HND,1977,1.904762
HND,1978,2.2696157
HND,1979,2.239548
HND,1980,2.2213562
HND,1981,2.1457705
HND,1982,2.30756
HND,1983,2.274943
HND,1984,2.440494
HND,1985,2.5827725
HND,1986,2.7701194
HND,1987,2.95003
HND,1988,2.8537457
HND,1989,2.6707954
HND,1990,2.2014835
HND,1991,1.5446856
HND,1993,1.1578298
HND,2000,0.72992903
HND,2001,0.8226105
HND,2002,0.80918753
HND,2003,0.9982649
HND,2004,0.68269277
HND,2005,0.6414785
HND,2006,0.69243
HND,2007,0.7760083
HND,2008,0.9539786
HND,2009,1.0749108
HND,2010,1.0744572
HND,2011,1.1313092
HND,2012,1.1317945
HND,2013,1.3795353
HND,2014,1.192716
HND,2015,1.3517311
HND,2016,1.5315557
HND,2017,1.589833
HND,2018,1.4896966
HND,2019,1.5781771
HND,2020,1.4667974
HND,2021,1.4982177
HND,2022,1.465577
HND,2023,1.5238863
HND,2024,1.5753627
HKG,2023,
HUN,1970,4.030075
HUN,1971,3.7416854
HUN,1972,3.2736573
HUN,1973,3.006993
HUN,1974,3.2078414
HUN,1975,3.335405
HUN,1976,3.0062394
HUN,1977,2.9553266
HUN,1978,3.239638
HUN,1979,3.2390447
HUN,1980,3.3425796
HUN,1981,3.3337607
HUN,1982,3.243307
HUN,1983,3.3359368
HUN,1984,3.147675
HUN,1985,4.9724293
HUN,1986,3.2237325
HUN,1987,3.1555772
HUN,1988,3.596223
HUN,1989,2.7861621
HUN,1990,2.563538
HUN,1991,2.16147
HUN,1992,2.1796532
HUN,1993,1.9065684
HUN,1994,1.8241343
HUN,1995,1.3139595
HUN,1996,1.2496818
HUN,1997,1.4683392
HUN,1998,1.2677518
HUN,1999,1.4299027
HUN,2000,1.5142097
HUN,2001,1.5707473
HUN,2002,1.5956687
HUN,2003,1.6452111
HUN,2004,1.4734493
HUN,2005,1.4112438
HUN,2006,1.219742
HUN,2007,1.2677876
HUN,2008,1.1804934
HUN,2009,1.1282388
HUN,2010,1.0241336
HUN,2011,1.0387698
HUN,2012,1.0292473
HUN,2013,0.94366986
HUN,2014,0.85723305
HUN,2015,0.9042167
